ID,Delay
1,0.8456955856071464
2,0.9757470151889558
3,0.9757470151889558
4,1.0218574190128322
5,0.9173981581650724
6,0.9196332399675341
7,0.9210063562132476
8,0.9684944337302002
9,0.892156473070828
10,0.9695047557999437
11,0.9691764286130109
12,0.8905363741271258
13,0.766883730615777
14,0.8748768097520386
15,0.9666637731729887
16,0.9549398590109605
17,0.9550134412273107
18,0.9315678197909415
19,0.9576405038321522
20,0.9331475208919349
21,0.9690424779810041
22,0.8514162870631721
23,0.9813331250692404
24,0.9484781549552616
25,0.9313560336863317
26,1.023763764633652
27,0.9601455579242031
28,0.979496012984066
29,0.9956572124543941
30,0.7848561781180479
31,0.7848561781180479
32,0.7539458593241706
33,0.9543500140106755
34,0.7930558616140443
35,0.9731886913290676
36,1.0128905249051825
37,0.9791598694764259
38,0.9793126511748297
39,0.9196332399675341
40,0.9491263007520921
41,0.9549398590109605
42,0.7964884689721696
43,0.7939818331063054
44,0.7939818331063054
45,0.9610314232957201
46,0.9665581416924596
47,0.7971130005121206
48,0.9252642022980451
49,0.9911728912047916
50,0.986800283280023
51,0.9636314559477029
52,0.9690424779810041
53,0.951724453534975
54,0.9331475208919349
55,0.9158559793083133
56,0.9630918026644162
57,0.9684944337302002
58,0.9602191401405533
59,0.7936667010158437
60,0.7939818331063054
61,0.9911728912047916
62,0.9549398590109605
63,0.9712466615887347
64,0.9903142124856578
65,0.7930558616140443
66,0.962578383433023
67,0.9726737087191264
68,0.9653083897739964
69,0.861977750640866
70,0.9796016444645951
71,0.8586334568987528
72,0.8514162870631721
73,0.7939818331063054
74,0.9321718872539476
75,0.7971130005121206
76,0.9665581416924596
77,0.9820648610903265
78,0.9616184553549655
79,0.8087568164830863
80,1.0135977569226349
81,0.9798948180032461
82,0.7848561781180479
83,0.9355369108756978
84,0.7848561781180479
85,1.0265356282142415
86,0.8854319952802373
87,0.7681384632538347
88,0.9665581416924596
89,0.9659989711809407
90,0.9602191401405533
91,0.9891083807726573
92,0.963720853837203
93,0.8087568164830863
94,1.0117490126332
95,0.9726737087191264
96,0.9547717196229745
97,0.929390439296577
98,0.963720853837203
99,0.9712466615887347
100,0.8067198525247073
101,0.9550134412273107
102,0.8087568164830863
103,0.9407147718399889
104,0.7939818331063054
105,0.972234762140917
106,0.979496012984066
107,0.766883730615777
108,0.9484781549552616
109,0.9445390161681185
110,0.9655441729420523
111,0.9690766185016543
112,0.9331475208919349
113,0.9767956403633556
114,0.978891035085322
115,0.9726737087191264
116,0.7936667010158437
117,0.9210063562132476
118,1.0082472989365503
119,0.9549398590109605
120,0.9584810144033101
121,0.8926440285974239
122,0.9796016444645951
123,0.9592206225642023
124,0.9665581416924596
125,1.0135977569226349
126,0.963720853837203
127,0.8529025879762367
128,0.8067198525247073
129,0.9520257719773454
130,0.9173981581650724
131,0.7848561781180479
132,0.8087568164830863
133,1.009951701196138
134,0.9381384279267166
135,0.9484781549552616
136,0.9921513245708322
137,0.9911728912047916
138,0.9550134412273107
139,0.7936667010158437
140,0.9782642651958863
141,0.9796016444645951
142,0.9708711894312713
143,0.9542114794551511
144,0.8087568164830863
145,0.9176581970151201
146,0.9550134412273107
147,0.9690424779810041
148,0.962578383433023
149,0.93793309473604
150,0.9947889551408955
151,0.9822260193250393
152,0.9629615995220554
153,0.9712466615887347
154,0.929390439296577
155,0.9665581416924596
156,0.979496012984066
157,0.9813331250692404
158,0.962578383433023
159,0.9712466615887347
160,0.9584810144033101
161,0.9822260193250393
162,0.9684944337302002
163,0.9520257719773454
164,0.766883730615777
165,0.9734056073574124
166,0.9331475208919349
167,0.964897891559796
168,0.7454498240534279
169,0.9911728912047916
170,0.892156473070828
171,0.9652129288194927
172,0.9584810144033101
173,0.9629615995220554
174,0.9296492349385823
175,0.9850238900389116
176,0.9547717196229745
177,0.8182375692313711
178,0.9433144610832117
179,0.9666637731729887
180,1.0033120695162934
181,0.861977750640866
182,0.9082819177218848
183,0.9555405954219843
184,0.9415590498040382
185,0.9516930026459564
186,0.9813331250692404
187,0.9820648610903265
188,0.93793309473604
189,0.9601451885569321
190,0.861977750640866
191,0.972234762140917
192,0.7930558616140443
193,0.979496012984066
194,1.0019910907063838
195,0.8854319952802373
196,0.9765707299741904
197,0.9317388375856737
198,0.9684944337302002
199,0.8087568164830863
200,0.9684944337302002
201,0.9684944337302002
202,0.8043335141793926
203,0.9585151549239603
204,0.9531925284293788
205,0.9486322016720031
206,0.8069197043979118
207,0.9667959314000325
208,0.8514162870631721
209,0.9409936772499405
210,0.9571900612632896
211,0.8951716676117523
212,0.9727826605870812
213,0.9785694965395592
214,0.9735504112524229
215,0.9982436371283631
216,0.9793157429722393
217,0.9689401797313262
218,0.9664629551363142
219,0.9741458786445688
220,0.9550040952323772
221,0.9664629551363142
222,0.9583906212820222
223,0.9279959333038431
224,0.9675986733075888
225,0.883528414222881
226,1.0284079176706424
227,0.9616232101106249
228,0.9744511887040448
229,0.7883125124480568
230,0.9620794215610057
231,0.8264810531722534
232,0.9744511887040448
233,0.9700347390227282
234,0.910871295724669
235,0.9801327112751748
236,0.9539076437502318
237,0.984056641852146
238,0.906803017864518
239,0.9204940474218749
240,0.9037319980620949
241,0.8324294576258294
242,1.023153856064186
243,0.9152145467766213
244,0.8977305687371853
245,0.867654644832105
246,0.8668309806163241
247,0.9539076437502318
248,0.910871295724669
249,0.9916557326224391
250,0.919871578672594
251,0.8951716676117523
252,0.9941952443078086
253,0.9357161073168528
254,0.7742323994151542
255,0.9580786523801536
256,0.9495801345937273
257,0.8977305687371853
258,0.9701676147216242
259,0.9475507599961455
260,0.8668309806163241
261,0.9941952443078086
262,0.9037319980620949
263,0.9794286748079175
264,0.9454529447804183
265,0.9616232101106249
266,0.9826312092886831
267,0.9301154103038553
268,0.9779773646576921
269,0.9682562211265369
270,0.7724905792949173
271,0.9698556458197555
272,0.8977305687371853
273,0.8245525092697872
274,0.964555114133275
275,0.8294089779467116
276,0.8264810531722534
277,0.9593494152200324
278,0.9785694965395592
279,0.9616621067388695
280,0.8287830917661956
281,0.9382385097195901
282,0.9172421214885689
283,0.9717211823630715
284,0.9520788966659146
285,0.9553601386030087
286,0.9447368337778586
287,0.9478792579878897
288,0.9735504112524229
289,0.8897729666729636
290,0.9559591753801414
291,0.9560842637862108
292,0.9716701860722995
293,1.0374985700129638
294,0.8317112559605135
295,0.9497490418164094
296,0.9750842150055103
297,0.9905987021374044
298,0.9616232101106249
299,0.9866842746338143
300,0.9160769946379116
301,0.9766677500386401
302,0.9689401797313262
303,0.9668289090238675
304,0.941869933133748
305,0.8945164506345978
306,1.003511088561995
307,1.0609400086965932
308,0.9636442315738957
309,0.9364506322736567
310,0.9539076437502318
311,0.9539076437502318
312,1.005013443809401
313,0.9037319980620949
314,0.9390120913300878
315,0.9002036472541973
316,0.9721859213717737
317,0.9593494152200324
318,0.9318514567636558
319,0.9616621067388695
320,0.9000109688514496
321,0.9504929621067838
322,0.9504929621067838
323,0.9171983660945717
324,0.9681283265897245
325,0.9475724217804304
326,0.867654644832105
327,0.9343546235550366
328,0.9301154103038553
329,0.7546343057437059
330,0.8041276527534937
331,0.9587578665030492
332,0.9301154103038553
333,0.7720766517470574
334,0.9001851017280063
335,0.9499635602163882
336,0.9593494152200324
337,0.883528414222881
338,0.9495801345937273
339,0.9475724217804304
340,0.9785694965395592
341,0.8897729666729636
342,0.9843686107540147
343,0.879774642952209
344,0.9566376500912052
345,0.9215550798535126
346,0.9215550798535126
347,0.9616232101106249
348,0.9119491354591692
349,0.9735504112524229
350,0.9698556458197555
351,0.9390120913300878
352,0.9735504112524229
353,0.9483000530851909
354,0.9687944966183148
355,0.9454529447804183
356,0.9506586436936609
357,0.9616232101106249
358,0.9539076437502318
359,0.9700347390227282
360,0.9825393818646633
361,0.894193655765646
362,0.9647258432518236
363,0.9354624811657493
364,0.883528414222881
365,0.9766677500386401
366,0.9333096026834053
367,0.9550040952323772
368,0.9735504112524229
369,0.906803017864518
370,0.960566534293842
371,0.9277469148053562
372,0.9527781206936731
373,0.8264810531722534
374,0.8900283250206936
375,0.8245525092697872
376,0.9553601386030087
377,0.9541120240432679
378,0.9504929621067838
379,0.9822274129627946
380,0.9616232101106249
381,0.9698556458197555
382,0.9721859213717737
383,0.9058354460817446
384,0.8245525092697872
385,0.8952825002856463
386,0.7546343057437059
387,0.9735504112524229
388,0.975104534601927
389,0.9593494152200324
390,0.9735504112524229
391,0.8945164506345978
392,0.9682562211265369
393,1.0195090590215636
394,0.9721859213717737
395,0.910871295724669
396,0.9506586436936609
397,0.8970285526730606
398,0.9382385097195901
399,0.910871295724669
400,0.8245525092697872
401,0.8264810531722534
402,0.9638809982876957
403,0.8763801171528064
404,0.9682562211265369
405,1.0209730704079063
406,0.9277469148053562
407,0.9825393818646633
408,0.9539076437502318
409,0.9189055846055311
410,0.9698556458197555
411,0.9779773646576921
412,0.8977305687371853
413,0.8816092382109041
414,0.9824448484855488
415,0.8122710833575204
416,0.7742323994151542
417,0.9474236202421911
418,0.8919272987938377
419,0.879774642952209
420,0.9119491354591692
421,0.9517424216084074
422,0.8904273507335484
423,0.9898574488545194
424,0.9852454593018782
425,0.8744785115181466
426,0.9745033851569849
427,0.9786831997867624
428,0.9635081316535523
429,0.9260971011299136
430,0.7916782175028745
431,0.920891402216671
432,0.7904295267225626
433,0.9320223085552259
434,0.9242140448734121
435,0.825685749234811
436,0.8781569513352128
437,0.9353944457071787
438,0.9635081316535523
439,0.9769613663309912
440,0.9317160058901125
441,0.9789945260150585
442,0.7962196424335288
443,1.0089807694788173
444,0.920891402216671
445,0.9433461801725379
446,0.8904273507335484
447,0.8233249794317703
448,0.9255816926635317
449,0.9433461801725379
450,0.9928018195558401
451,0.966421166565252
452,0.9317160058901125
453,0.9526277935717006
454,0.9748326954773553
455,0.9741873180909493
456,0.9688466930712548
457,0.9898574488545194
458,0.9192803334481326
459,0.9082549455070886
460,0.9383869243113973
461,0.9171854512276623
462,0.903049246593846
463,0.9316102825335777
464,0.8233249794317703
465,0.9928018195558401
466,0.884133279535158
467,0.9716268654784946
468,0.9420562004962371
469,0.8399229797182922
470,0.9760678402703019
471,0.9297858394497969
472,0.9878159711992508
473,0.8410988285902007
474,0.9197362964369985
475,0.9264045836203351
476,0.9586284889072977
477,0.964413874349955
478,0.9724419360744944
479,0.9635686499992228
480,0.9720614052517774
481,0.9861329656318513
482,0.9789945260150585
483,1.041678596120318
484,0.9723363045939653
485,0.9750663109349386
486,0.9742719892952498
487,0.9769008268191677
488,1.0192199119682197
489,0.9197362964369985
490,0.9950631477677621
491,0.9101138633436665
492,0.903049246593846
493,0.9517577090846412
494,0.9724025688866782
495,0.8423946648926122
496,0.9642851809930276
497,0.9604962885335924
498,1.0012320290834764
499,0.9479380920253577
500,0.9580506647087859
501,0.9665463768956085
502,0.9739499988519905
503,0.7281564905094007
504,1.0137297846989108
505,0.8744785115181466
506,0.9637317946880333
507,0.9724419360744944
508,0.9517424216084074
509,0.9635081316535523
510,0.9255816926635317
511,0.9852454593018782
512,0.9789945260150585
513,0.9485518790857805
514,0.9825915783176034
515,0.9320223085552259
516,0.9296832068430968
517,0.9724419360744944
518,0.9604962885335924
519,0.9789945260150585
520,0.9379657037524298
521,0.95694812052165
522,0.8781569513352128
523,0.8423946648926122
524,1.0569515256495507
525,0.9719458386107259
526,0.9196510777923843
527,0.9255816926635317
528,0.8399229797182922
529,0.9739499988519905
530,0.9789945260150585
531,0.9480822556377165
532,0.9264045836203351
533,0.8536813402645982
534,0.9314676819603607
535,0.940095613177692
536,0.9931657685976191
537,0.984154960207837
538,0.9716268654784946
539,0.6992871222790507
540,0.9097499805153402
541,0.8130269539266057
542,0.9723733741536461
543,0.9753518356899403
544,0.9662719176493938
545,0.92306802225265
546,0.9205356021145784
547,0.9264045836203351
548,0.9771928614362244
549,0.9789945260150585
550,0.9097499805153402
551,1.004263185530018
552,0.903049246593846
553,0.9720614052517774
554,0.9604962885335924
